,city,status,type,avg,day,max,min,air_quality_index,data_collection_time,data_collection_date
594,mumbai,unhealthy for sensitive groups,pm10,49,2021-08-26,58,36,127.0,12:43:36,27-08-21
595,mumbai,unhealthy for sensitive groups,pm10,50,2021-08-27,54,46,127.0,12:43:36,27-08-21
596,mumbai,unhealthy for sensitive groups,pm10,75,2021-08-28,94,52,127.0,12:43:36,27-08-21
597,mumbai,unhealthy for sensitive groups,pm10,105,2021-08-29,123,73,127.0,12:43:36,27-08-21
598,mumbai,unhealthy for sensitive groups,pm10,123,2021-08-30,123,123,127.0,12:43:36,27-08-21
599,mumbai,unhealthy for sensitive groups,pm10,101,2021-08-31,123,67,127.0,12:43:36,27-08-21
600,mumbai,unhealthy for sensitive groups,pm10,70,2021-09-01,73,58,127.0,12:43:36,27-08-21
601,mumbai,unhealthy for sensitive groups,pm10,82,2021-09-02,94,58,127.0,12:43:36,27-08-21
602,mumbai,unhealthy for sensitive groups,pm25,122,2021-08-25,157,96,127.0,12:43:36,27-08-21
603,mumbai,unhealthy for sensitive groups,pm25,122,2021-08-26,138,96,127.0,12:43:36,27-08-21
604,mumbai,unhealthy for sensitive groups,pm25,128,2021-08-27,138,114,127.0,12:43:36,27-08-21
605,mumbai,unhealthy for sensitive groups,pm25,148,2021-08-28,159,108,127.0,12:43:36,27-08-21
606,mumbai,unhealthy for sensitive groups,pm25,181,2021-08-29,252,159,127.0,12:43:36,27-08-21
607,mumbai,unhealthy for sensitive groups,pm25,172,2021-08-30,174,159,127.0,12:43:36,27-08-21
608,mumbai,unhealthy for sensitive groups,pm25,164,2021-08-31,174,155,127.0,12:43:36,27-08-21
609,mumbai,unhealthy for sensitive groups,pm25,157,2021-09-01,159,138,127.0,12:43:36,27-08-21
610,mumbai,unhealthy for sensitive groups,pm25,171,2021-09-02,174,138,127.0,12:43:36,27-08-21
611,singapore,unhealthy for sensitive groups,uvi,0,2021-08-26,0,0,53.0,12:43:37,27-08-21
612,singapore,unhealthy for sensitive groups,uvi,1,2021-08-27,10,0,53.0,12:43:37,27-08-21
613,singapore,unhealthy for sensitive groups,uvi,1,2021-08-28,9,0,53.0,12:43:37,27-08-21
614,singapore,unhealthy for sensitive groups,uvi,1,2021-08-29,10,0,53.0,12:43:37,27-08-21
615,singapore,unhealthy for sensitive groups,uvi,1,2021-08-30,9,0,53.0,12:43:37,27-08-21
616,singapore,unhealthy for sensitive groups,uvi,1,2021-08-31,9,0,53.0,12:43:37,27-08-21
617,singapore,unhealthy for sensitive groups,o3,6,2021-08-25,10,5,53.0,12:43:37,27-08-21
618,singapore,unhealthy for sensitive groups,o3,9,2021-08-26,17,6,53.0,12:43:37,27-08-21
619,singapore,unhealthy for sensitive groups,o3,9,2021-08-27,12,7,53.0,12:43:37,27-08-21
620,singapore,unhealthy for sensitive groups,o3,8,2021-08-28,16,5,53.0,12:43:37,27-08-21
621,singapore,unhealthy for sensitive groups,o3,7,2021-08-29,11,5,53.0,12:43:37,27-08-21
622,singapore,unhealthy for sensitive groups,o3,4,2021-08-30,7,3,53.0,12:43:37,27-08-21
623,singapore,unhealthy for sensitive groups,o3,4,2021-08-31,6,3,53.0,12:43:37,27-08-21
624,singapore,unhealthy for sensitive groups,o3,4,2021-09-01,5,3,53.0,12:43:37,27-08-21
625,singapore,unhealthy for sensitive groups,pm10,25,2021-08-26,27,21,53.0,12:43:37,27-08-21
626,singapore,unhealthy for sensitive groups,pm10,19,2021-08-27,19,19,53.0,12:43:37,27-08-21
627,singapore,unhealthy for sensitive groups,pm10,18,2021-08-28,19,16,53.0,12:43:37,27-08-21
628,singapore,unhealthy for sensitive groups,pm10,19,2021-08-29,31,11,53.0,12:43:37,27-08-21
629,singapore,unhealthy for sensitive groups,pm10,18,2021-08-30,19,10,53.0,12:43:37,27-08-21
630,singapore,unhealthy for sensitive groups,pm10,17,2021-08-31,19,10,53.0,12:43:37,27-08-21
631,singapore,unhealthy for sensitive groups,pm10,18,2021-09-01,21,14,53.0,12:43:37,27-08-21
632,singapore,unhealthy for sensitive groups,pm10,18,2021-09-02,19,15,53.0,12:43:37,27-08-21
633,singapore,unhealthy for sensitive groups,pm25,84,2021-08-26,113,76,53.0,12:43:37,27-08-21
634,singapore,unhealthy for sensitive groups,pm25,68,2021-08-27,70,68,53.0,12:43:37,27-08-21
635,singapore,unhealthy for sensitive groups,pm25,67,2021-08-28,68,62,53.0,12:43:37,27-08-21
636,singapore,unhealthy for sensitive groups,pm25,68,2021-08-29,89,57,53.0,12:43:37,27-08-21
637,singapore,unhealthy for sensitive groups,pm25,52,2021-08-30,57,33,53.0,12:43:37,27-08-21
638,singapore,unhealthy for sensitive groups,pm25,58,2021-08-31,68,33,53.0,12:43:37,27-08-21
639,singapore,unhealthy for sensitive groups,pm25,56,2021-09-01,68,42,53.0,12:43:37,27-08-21
640,singapore,unhealthy for sensitive groups,pm25,57,2021-09-02,68,37,53.0,12:43:37,27-08-21
641,london,good,uvi,1,2021-08-07,4,0,44.0,12:43:38,27-08-21
642,london,good,uvi,1,2021-08-08,3,0,44.0,12:43:38,27-08-21
643,london,good,uvi,1,2021-08-09,3,0,44.0,12:43:38,27-08-21
644,london,good,uvi,1,2021-08-10,4,0,44.0,12:43:38,27-08-21
645,london,good,uvi,1,2021-08-11,4,0,44.0,12:43:38,27-08-21
646,london,good,uvi,1,2021-08-12,4,0,44.0,12:43:38,27-08-21
647,london,good,uvi,1,2021-08-13,3,0,44.0,12:43:38,27-08-21
648,london,good,o3,20,2021-08-25,28,14,44.0,12:43:38,27-08-21
649,london,good,o3,21,2021-08-26,26,14,44.0,12:43:38,27-08-21
650,london,good,o3,21,2021-08-27,30,16,44.0,12:43:38,27-08-21
651,london,good,o3,24,2021-08-28,32,18,44.0,12:43:38,27-08-21
652,london,good,o3,25,2021-08-29,36,19,44.0,12:43:38,27-08-21
653,london,good,o3,23,2021-08-30,23,23,44.0,12:43:38,27-08-21
654,london,good,pm10,9,2021-08-25,10,6,44.0,12:43:38,27-08-21
655,london,good,pm10,10,2021-08-26,12,7,44.0,12:43:38,27-08-21
656,london,good,pm10,13,2021-08-27,17,9,44.0,12:43:38,27-08-21
657,london,good,pm10,10,2021-08-28,14,5,44.0,12:43:38,27-08-21
658,london,good,pm10,10,2021-08-29,13,6,44.0,12:43:38,27-08-21
659,london,good,pm10,10,2021-08-30,10,9,44.0,12:43:38,27-08-21
660,london,good,pm25,24,2021-08-25,34,15,44.0,12:43:38,27-08-21
661,london,good,pm25,25,2021-08-26,43,13,44.0,12:43:38,27-08-21
662,london,good,pm25,19,2021-08-27,24,13,44.0,12:43:38,27-08-21
663,london,good,pm25,20,2021-08-28,24,15,44.0,12:43:38,27-08-21
664,london,good,pm25,20,2021-08-29,28,15,44.0,12:43:38,27-08-21
665,london,good,pm25,18,2021-08-30,20,18,44.0,12:43:38,27-08-21
666,beijing,good,uvi,1,2021-08-28,4,0,36.0,23:19:57,28-08-21
667,beijing,good,uvi,1,2021-08-29,6,0,36.0,23:19:57,28-08-21
668,beijing,good,uvi,1,2021-08-30,2,0,36.0,23:19:57,28-08-21
669,beijing,good,uvi,1,2021-08-31,3,0,36.0,23:19:57,28-08-21
670,beijing,good,uvi,1,2021-09-01,4,0,36.0,23:19:57,28-08-21
671,beijing,good,uvi,0,2021-09-02,1,0,36.0,23:19:57,28-08-21
672,beijing,good,o3,6,2021-08-27,42,1,36.0,23:19:57,28-08-21
673,beijing,good,o3,1,2021-08-28,5,1,36.0,23:19:57,28-08-21
674,beijing,good,o3,9,2021-08-29,53,1,36.0,23:19:57,28-08-21
675,beijing,good,o3,1,2021-08-30,14,1,36.0,23:19:57,28-08-21
676,beijing,good,o3,1,2021-08-31,6,1,36.0,23:19:57,28-08-21
677,beijing,good,o3,3,2021-09-01,31,1,36.0,23:19:57,28-08-21
678,beijing,good,o3,1,2021-09-02,1,1,36.0,23:19:57,28-08-21
679,beijing,good,pm10,51,2021-08-27,58,28,36.0,23:19:57,28-08-21
680,beijing,good,pm10,64,2021-08-28,72,57,36.0,23:19:57,28-08-21
681,beijing,good,pm10,62,2021-08-29,73,46,36.0,23:19:57,28-08-21
682,beijing,good,pm10,52,2021-08-30,58,46,36.0,23:19:57,28-08-21
683,beijing,good,pm10,56,2021-08-31,71,46,36.0,23:19:57,28-08-21
684,beijing,good,pm10,64,2021-09-01,73,51,36.0,23:19:57,28-08-21
685,beijing,good,pm10,54,2021-09-02,63,46,36.0,23:19:57,28-08-21
686,beijing,good,pm10,53,2021-09-03,62,46,36.0,23:19:57,28-08-21
687,beijing,good,pm25,123,2021-08-27,155,68,36.0,23:19:57,28-08-21
688,beijing,good,pm25,151,2021-08-28,164,138,36.0,23:19:57,28-08-21
689,beijing,good,pm25,154,2021-08-29,173,138,36.0,23:19:57,28-08-21
690,beijing,good,pm25,146,2021-08-30,158,138,36.0,23:19:57,28-08-21
691,beijing,good,pm25,151,2021-08-31,172,138,36.0,23:19:57,28-08-21
692,beijing,good,pm25,154,2021-09-01,173,138,36.0,23:19:57,28-08-21
693,beijing,good,pm25,147,2021-09-02,164,134,36.0,23:19:57,28-08-21
694,beijing,good,pm25,139,2021-09-03,158,105,36.0,23:19:57,28-08-21
695,chennai,unhealthy for sensitive groups,uvi,2,2021-08-28,9,0,67.0,23:20:00,28-08-21
696,chennai,unhealthy for sensitive groups,uvi,1,2021-08-29,8,0,67.0,23:20:00,28-08-21
697,chennai,unhealthy for sensitive groups,uvi,2,2021-08-30,10,0,67.0,23:20:00,28-08-21
698,chennai,unhealthy for sensitive groups,uvi,2,2021-08-31,9,0,67.0,23:20:00,28-08-21
699,chennai,unhealthy for sensitive groups,uvi,2,2021-09-01,9,0,67.0,23:20:00,28-08-21
700,chennai,unhealthy for sensitive groups,uvi,0,2021-09-02,0,0,67.0,23:20:00,28-08-21
701,chennai,unhealthy for sensitive groups,o3,10,2021-08-26,36,3,67.0,23:20:00,28-08-21
702,chennai,unhealthy for sensitive groups,o3,7,2021-08-27,18,1,67.0,23:20:00,28-08-21
703,chennai,unhealthy for sensitive groups,o3,2,2021-08-28,12,1,67.0,23:20:00,28-08-21
704,chennai,unhealthy for sensitive groups,o3,4,2021-08-29,11,1,67.0,23:20:00,28-08-21
705,chennai,unhealthy for sensitive groups,o3,4,2021-08-30,14,1,67.0,23:20:00,28-08-21
706,chennai,unhealthy for sensitive groups,o3,6,2021-08-31,21,1,67.0,23:20:00,28-08-21
707,chennai,unhealthy for sensitive groups,o3,8,2021-09-01,17,1,67.0,23:20:00,28-08-21
708,chennai,unhealthy for sensitive groups,o3,14,2021-09-02,15,2,67.0,23:20:00,28-08-21
709,chennai,unhealthy for sensitive groups,pm10,40,2021-08-26,46,34,67.0,23:20:00,28-08-21
710,chennai,unhealthy for sensitive groups,pm10,28,2021-08-27,28,19,67.0,23:20:00,28-08-21
711,chennai,unhealthy for sensitive groups,pm10,37,2021-08-28,46,28,67.0,23:20:00,28-08-21
712,chennai,unhealthy for sensitive groups,pm10,32,2021-08-29,41,19,67.0,23:20:00,28-08-21
713,chennai,unhealthy for sensitive groups,pm10,36,2021-08-30,46,28,67.0,23:20:00,28-08-21
714,chennai,unhealthy for sensitive groups,pm10,46,2021-08-31,46,46,67.0,23:20:00,28-08-21
715,chennai,unhealthy for sensitive groups,pm10,46,2021-09-01,46,46,67.0,23:20:00,28-08-21
716,chennai,unhealthy for sensitive groups,pm10,46,2021-09-02,46,46,67.0,23:20:00,28-08-21
717,chennai,unhealthy for sensitive groups,pm10,46,2021-09-03,46,45,67.0,23:20:00,28-08-21
718,chennai,unhealthy for sensitive groups,pm25,119,2021-08-26,135,103,67.0,23:20:00,28-08-21
719,chennai,unhealthy for sensitive groups,pm25,88,2021-08-27,89,68,67.0,23:20:00,28-08-21
720,chennai,unhealthy for sensitive groups,pm25,92,2021-08-28,124,89,67.0,23:20:00,28-08-21
721,chennai,unhealthy for sensitive groups,pm25,95,2021-08-29,124,68,67.0,23:20:00,28-08-21
722,chennai,unhealthy for sensitive groups,pm25,108,2021-08-30,138,88,67.0,23:20:00,28-08-21
723,chennai,unhealthy for sensitive groups,pm25,134,2021-08-31,138,124,67.0,23:20:00,28-08-21
724,chennai,unhealthy for sensitive groups,pm25,132,2021-09-01,138,103,67.0,23:20:00,28-08-21
725,chennai,unhealthy for sensitive groups,pm25,134,2021-09-02,138,89,67.0,23:20:00,28-08-21
726,chennai,unhealthy for sensitive groups,pm25,103,2021-09-03,138,89,67.0,23:20:00,28-08-21
727,newyork,unhealthy for sensitive groups,uvi,0,2021-08-27,0,0,114.0,23:20:02,28-08-21
728,newyork,unhealthy for sensitive groups,uvi,0,2021-08-28,4,0,114.0,23:20:02,28-08-21
729,newyork,unhealthy for sensitive groups,uvi,0,2021-08-29,4,0,114.0,23:20:02,28-08-21
730,newyork,unhealthy for sensitive groups,uvi,1,2021-08-30,5,0,114.0,23:20:02,28-08-21
731,newyork,unhealthy for sensitive groups,uvi,1,2021-08-31,6,0,114.0,23:20:02,28-08-21
732,newyork,unhealthy for sensitive groups,uvi,1,2021-09-01,5,0,114.0,23:20:02,28-08-21
733,newyork,unhealthy for sensitive groups,o3,10,2021-08-26,64,1,114.0,23:20:02,28-08-21
734,newyork,unhealthy for sensitive groups,o3,14,2021-08-27,65,1,114.0,23:20:02,28-08-21
735,newyork,unhealthy for sensitive groups,o3,8,2021-08-28,14,1,114.0,23:20:02,28-08-21
736,newyork,unhealthy for sensitive groups,o3,9,2021-08-29,17,6,114.0,23:20:02,28-08-21
737,newyork,unhealthy for sensitive groups,o3,6,2021-08-30,18,2,114.0,23:20:02,28-08-21
738,newyork,unhealthy for sensitive groups,o3,5,2021-08-31,29,1,114.0,23:20:02,28-08-21
739,newyork,unhealthy for sensitive groups,o3,2,2021-09-01,19,1,114.0,23:20:02,28-08-21
740,newyork,unhealthy for sensitive groups,pm10,36,2021-08-26,66,28,114.0,23:20:02,28-08-21
741,newyork,unhealthy for sensitive groups,pm10,56,2021-08-27,74,36,114.0,23:20:02,28-08-21
742,newyork,unhealthy for sensitive groups,pm10,14,2021-08-28,59,8,114.0,23:20:02,28-08-21
743,newyork,unhealthy for sensitive groups,pm10,13,2021-08-29,14,12,114.0,23:20:02,28-08-21
744,newyork,unhealthy for sensitive groups,pm10,13,2021-08-30,15,9,114.0,23:20:02,28-08-21
745,newyork,unhealthy for sensitive groups,pm10,12,2021-08-31,15,5,114.0,23:20:02,28-08-21
746,newyork,unhealthy for sensitive groups,pm25,96,2021-08-26,161,80,114.0,23:20:02,28-08-21
747,newyork,unhealthy for sensitive groups,pm25,131,2021-08-27,160,95,114.0,23:20:02,28-08-21
748,newyork,unhealthy for sensitive groups,pm25,36,2021-08-28,98,14,114.0,23:20:02,28-08-21
749,newyork,unhealthy for sensitive groups,pm25,26,2021-08-29,29,15,114.0,23:20:02,28-08-21
750,newyork,unhealthy for sensitive groups,pm25,55,2021-08-30,64,30,114.0,23:20:02,28-08-21
751,newyork,unhealthy for sensitive groups,pm25,57,2021-08-31,72,36,114.0,23:20:02,28-08-21
752,newyork,unhealthy for sensitive groups,pm25,52,2021-09-01,77,33,114.0,23:20:02,28-08-21
753,new delhi,unhealthy for sensitive groups,uvi,1,2021-08-28,6,0,75.0,23:20:03,28-08-21
754,new delhi,unhealthy for sensitive groups,uvi,1,2021-08-29,6,0,75.0,23:20:03,28-08-21
755,new delhi,unhealthy for sensitive groups,uvi,1,2021-08-30,6,0,75.0,23:20:03,28-08-21
756,new delhi,unhealthy for sensitive groups,uvi,1,2021-08-31,5,0,75.0,23:20:03,28-08-21
757,new delhi,unhealthy for sensitive groups,uvi,1,2021-09-01,6,0,75.0,23:20:03,28-08-21
758,new delhi,unhealthy for sensitive groups,uvi,0,2021-09-02,0,0,75.0,23:20:03,28-08-21
759,new delhi,unhealthy for sensitive groups,o3,6,2021-08-26,26,1,75.0,23:20:03,28-08-21
760,new delhi,unhealthy for sensitive groups,o3,6,2021-08-27,28,1,75.0,23:20:03,28-08-21
761,new delhi,unhealthy for sensitive groups,o3,3,2021-08-28,18,1,75.0,23:20:03,28-08-21
762,new delhi,unhealthy for sensitive groups,o3,7,2021-08-29,37,1,75.0,23:20:03,28-08-21
763,new delhi,unhealthy for sensitive groups,o3,2,2021-08-30,7,1,75.0,23:20:03,28-08-21
764,new delhi,unhealthy for sensitive groups,o3,2,2021-08-31,5,1,75.0,23:20:03,28-08-21
765,new delhi,unhealthy for sensitive groups,o3,2,2021-09-01,9,1,75.0,23:20:03,28-08-21
766,new delhi,unhealthy for sensitive groups,o3,2,2021-09-02,4,2,75.0,23:20:03,28-08-21
767,new delhi,unhealthy for sensitive groups,pm10,123,2021-08-26,123,123,75.0,23:20:03,28-08-21
768,new delhi,unhealthy for sensitive groups,pm10,119,2021-08-27,123,73,75.0,23:20:03,28-08-21
769,new delhi,unhealthy for sensitive groups,pm10,104,2021-08-28,123,73,75.0,23:20:03,28-08-21
770,new delhi,unhealthy for sensitive groups,pm10,72,2021-08-29,113,55,75.0,23:20:03,28-08-21
771,new delhi,unhealthy for sensitive groups,pm10,46,2021-08-30,56,30,75.0,23:20:03,28-08-21
772,new delhi,unhealthy for sensitive groups,pm10,42,2021-08-31,46,28,75.0,23:20:03,28-08-21
773,new delhi,unhealthy for sensitive groups,pm10,49,2021-09-01,58,28,75.0,23:20:03,28-08-21
774,new delhi,unhealthy for sensitive groups,pm10,54,2021-09-02,58,46,75.0,23:20:03,28-08-21
775,new delhi,unhealthy for sensitive groups,pm10,68,2021-09-03,71,46,75.0,23:20:03,28-08-21
776,new delhi,unhealthy for sensitive groups,pm25,148,2021-08-26,155,138,75.0,23:20:03,28-08-21
777,new delhi,unhealthy for sensitive groups,pm25,158,2021-08-27,165,151,75.0,23:20:03,28-08-21
778,new delhi,unhealthy for sensitive groups,pm25,162,2021-08-28,171,159,75.0,23:20:03,28-08-21
779,new delhi,unhealthy for sensitive groups,pm25,158,2021-08-29,162,151,75.0,23:20:03,28-08-21
780,new delhi,unhealthy for sensitive groups,pm25,125,2021-08-30,157,89,75.0,23:20:03,28-08-21
781,new delhi,unhealthy for sensitive groups,pm25,126,2021-08-31,138,89,75.0,23:20:03,28-08-21
782,new delhi,unhealthy for sensitive groups,pm25,140,2021-09-01,159,89,75.0,23:20:03,28-08-21
783,new delhi,unhealthy for sensitive groups,pm25,153,2021-09-02,159,138,75.0,23:20:03,28-08-21
784,new delhi,unhealthy for sensitive groups,pm25,169,2021-09-03,172,138,75.0,23:20:03,28-08-21
785,kolkata,unhealthy for sensitive groups,uvi,1,2021-08-26,3,0,70.0,23:20:06,28-08-21
786,kolkata,unhealthy for sensitive groups,uvi,1,2021-08-27,3,0,70.0,23:20:06,28-08-21
787,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-28,8,0,70.0,23:20:06,28-08-21
788,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-29,6,0,70.0,23:20:06,28-08-21
789,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-30,5,0,70.0,23:20:06,28-08-21
790,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-31,7,0,70.0,23:20:06,28-08-21
791,kolkata,unhealthy for sensitive groups,uvi,2,2021-09-01,7,0,70.0,23:20:06,28-08-21
792,kolkata,unhealthy for sensitive groups,uvi,0,2021-09-02,0,0,70.0,23:20:06,28-08-21
793,kolkata,unhealthy for sensitive groups,o3,1,2021-08-26,5,1,70.0,23:20:06,28-08-21
794,kolkata,unhealthy for sensitive groups,o3,1,2021-08-27,7,1,70.0,23:20:06,28-08-21
795,kolkata,unhealthy for sensitive groups,o3,3,2021-08-28,6,1,70.0,23:20:06,28-08-21
796,kolkata,unhealthy for sensitive groups,o3,2,2021-08-29,8,1,70.0,23:20:06,28-08-21
797,kolkata,unhealthy for sensitive groups,o3,2,2021-08-30,8,1,70.0,23:20:06,28-08-21
798,kolkata,unhealthy for sensitive groups,o3,1,2021-08-31,6,1,70.0,23:20:06,28-08-21
799,kolkata,unhealthy for sensitive groups,o3,1,2021-09-01,5,1,70.0,23:20:06,28-08-21
800,kolkata,unhealthy for sensitive groups,o3,1,2021-09-02,1,1,70.0,23:20:06,28-08-21
801,kolkata,unhealthy for sensitive groups,pm10,60,2021-08-26,71,46,70.0,23:20:06,28-08-21
802,kolkata,unhealthy for sensitive groups,pm10,43,2021-08-27,52,28,70.0,23:20:06,28-08-21
803,kolkata,unhealthy for sensitive groups,pm10,34,2021-08-28,52,19,70.0,23:20:06,28-08-21
804,kolkata,unhealthy for sensitive groups,pm10,23,2021-08-29,28,18,70.0,23:20:06,28-08-21
805,kolkata,unhealthy for sensitive groups,pm10,20,2021-08-30,28,9,70.0,23:20:06,28-08-21
806,kolkata,unhealthy for sensitive groups,pm10,19,2021-08-31,24,10,70.0,23:20:06,28-08-21
807,kolkata,unhealthy for sensitive groups,pm10,27,2021-09-01,46,10,70.0,23:20:06,28-08-21
808,kolkata,unhealthy for sensitive groups,pm10,25,2021-09-02,35,10,70.0,23:20:06,28-08-21
809,kolkata,unhealthy for sensitive groups,pm10,33,2021-09-03,42,18,70.0,23:20:06,28-08-21
810,kolkata,unhealthy for sensitive groups,pm25,158,2021-08-26,172,138,70.0,23:20:06,28-08-21
811,kolkata,unhealthy for sensitive groups,pm25,124,2021-08-27,152,89,70.0,23:20:06,28-08-21
812,kolkata,unhealthy for sensitive groups,pm25,98,2021-08-28,152,52,70.0,23:20:06,28-08-21
813,kolkata,unhealthy for sensitive groups,pm25,72,2021-08-29,89,42,70.0,23:20:06,28-08-21
814,kolkata,unhealthy for sensitive groups,pm25,67,2021-08-30,89,29,70.0,23:20:06,28-08-21
815,kolkata,unhealthy for sensitive groups,pm25,67,2021-08-31,76,30,70.0,23:20:06,28-08-21
816,kolkata,unhealthy for sensitive groups,pm25,88,2021-09-01,138,40,70.0,23:20:06,28-08-21
817,kolkata,unhealthy for sensitive groups,pm25,80,2021-09-02,106,40,70.0,23:20:06,28-08-21
818,kolkata,unhealthy for sensitive groups,pm25,90,2021-09-03,106,42,70.0,23:20:06,28-08-21
819,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-27,5,0,67.0,23:20:08,28-08-21
820,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-28,4,0,67.0,23:20:08,28-08-21
821,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-29,8,0,67.0,23:20:08,28-08-21
822,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-30,5,0,67.0,23:20:08,28-08-21
823,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-31,7,0,67.0,23:20:08,28-08-21
824,bangkok,unhealthy for sensitive groups,uvi,1,2021-09-01,5,0,67.0,23:20:08,28-08-21
825,bangkok,unhealthy for sensitive groups,uvi,0,2021-09-02,0,0,67.0,23:20:08,28-08-21
826,bangkok,unhealthy for sensitive groups,o3,1,2021-08-27,5,1,67.0,23:20:08,28-08-21
827,bangkok,unhealthy for sensitive groups,o3,1,2021-08-28,4,1,67.0,23:20:08,28-08-21
828,bangkok,unhealthy for sensitive groups,o3,1,2021-08-29,2,1,67.0,23:20:08,28-08-21
829,bangkok,unhealthy for sensitive groups,o3,1,2021-08-30,12,1,67.0,23:20:08,28-08-21
830,bangkok,unhealthy for sensitive groups,o3,1,2021-08-31,6,1,67.0,23:20:08,28-08-21
831,bangkok,unhealthy for sensitive groups,o3,1,2021-09-01,4,1,67.0,23:20:08,28-08-21
832,bangkok,unhealthy for sensitive groups,o3,1,2021-09-02,1,1,67.0,23:20:08,28-08-21
833,bangkok,unhealthy for sensitive groups,pm10,35,2021-08-27,46,24,67.0,23:20:08,28-08-21
834,bangkok,unhealthy for sensitive groups,pm10,38,2021-08-28,55,20,67.0,23:20:08,28-08-21
835,bangkok,unhealthy for sensitive groups,pm10,43,2021-08-29,53,28,67.0,23:20:08,28-08-21
836,bangkok,unhealthy for sensitive groups,pm10,39,2021-08-30,58,19,67.0,23:20:08,28-08-21
837,bangkok,unhealthy for sensitive groups,pm10,46,2021-08-31,58,28,67.0,23:20:08,28-08-21
838,bangkok,unhealthy for sensitive groups,pm10,47,2021-09-01,58,28,67.0,23:20:08,28-08-21
839,bangkok,unhealthy for sensitive groups,pm10,42,2021-09-02,55,24,67.0,23:20:08,28-08-21
840,bangkok,unhealthy for sensitive groups,pm10,40,2021-09-03,48,20,67.0,23:20:08,28-08-21
841,bangkok,unhealthy for sensitive groups,pm25,105,2021-08-27,138,68,67.0,23:20:08,28-08-21
842,bangkok,unhealthy for sensitive groups,pm25,115,2021-08-28,155,68,67.0,23:20:08,28-08-21
843,bangkok,unhealthy for sensitive groups,pm25,118,2021-08-29,154,72,67.0,23:20:08,28-08-21
844,bangkok,unhealthy for sensitive groups,pm25,112,2021-08-30,154,68,67.0,23:20:08,28-08-21
845,bangkok,unhealthy for sensitive groups,pm25,132,2021-08-31,159,89,67.0,23:20:08,28-08-21
846,bangkok,unhealthy for sensitive groups,pm25,135,2021-09-01,159,88,67.0,23:20:08,28-08-21
847,bangkok,unhealthy for sensitive groups,pm25,125,2021-09-02,155,70,67.0,23:20:08,28-08-21
848,bangkok,unhealthy for sensitive groups,pm25,121,2021-09-03,144,70,67.0,23:20:08,28-08-21
849,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-28,9,0,96.0,23:20:12,28-08-21
850,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-29,10,0,96.0,23:20:12,28-08-21
851,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-30,10,0,96.0,23:20:12,28-08-21
852,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-31,10,0,96.0,23:20:12,28-08-21
853,abudhabi,unhealthy for sensitive groups,uvi,2,2021-09-01,10,0,96.0,23:20:12,28-08-21
854,abudhabi,unhealthy for sensitive groups,uvi,0,2021-09-02,0,0,96.0,23:20:12,28-08-21
855,abudhabi,unhealthy for sensitive groups,o3,22,2021-08-26,38,17,96.0,23:20:12,28-08-21
856,abudhabi,unhealthy for sensitive groups,o3,23,2021-08-27,70,11,96.0,23:20:12,28-08-21
857,abudhabi,unhealthy for sensitive groups,o3,16,2021-08-28,71,5,96.0,23:20:12,28-08-21
858,abudhabi,unhealthy for sensitive groups,o3,22,2021-08-29,52,7,96.0,23:20:12,28-08-21
859,abudhabi,unhealthy for sensitive groups,o3,19,2021-08-30,33,8,96.0,23:20:12,28-08-21
860,abudhabi,unhealthy for sensitive groups,o3,19,2021-08-31,29,6,96.0,23:20:12,28-08-21
861,abudhabi,unhealthy for sensitive groups,o3,20,2021-09-01,37,3,96.0,23:20:12,28-08-21
862,abudhabi,unhealthy for sensitive groups,o3,30,2021-09-02,30,16,96.0,23:20:12,28-08-21
863,abudhabi,unhealthy for sensitive groups,pm10,99,2021-08-26,129,71,96.0,23:20:12,28-08-21
864,abudhabi,unhealthy for sensitive groups,pm10,97,2021-08-27,136,72,96.0,23:20:12,28-08-21
865,abudhabi,unhealthy for sensitive groups,pm10,106,2021-08-28,133,91,96.0,23:20:12,28-08-21
866,abudhabi,unhealthy for sensitive groups,pm10,246,2021-08-29,462,95,96.0,23:20:12,28-08-21
867,abudhabi,unhealthy for sensitive groups,pm10,381,2021-08-30,500,175,96.0,23:20:12,28-08-21
868,abudhabi,unhealthy for sensitive groups,pm10,337,2021-08-31,500,172,96.0,23:20:12,28-08-21
869,abudhabi,unhealthy for sensitive groups,pm10,176,2021-09-01,197,174,96.0,23:20:12,28-08-21
870,abudhabi,unhealthy for sensitive groups,pm25,150,2021-08-26,162,123,96.0,23:20:12,28-08-21
871,abudhabi,unhealthy for sensitive groups,pm25,154,2021-08-27,175,131,96.0,23:20:12,28-08-21
872,abudhabi,unhealthy for sensitive groups,pm25,148,2021-08-28,174,127,96.0,23:20:12,28-08-21
