,city,status,type,avg,day,max,min,air_quality_index,data_collection_time,data_collection_date
0,abudhabi,unhealthy for sensitive groups,uvi,0,2021-08-25,1,0,96.0,12:34:05,26-08-21
1,abudhabi,unhealthy for sensitive groups,uvi,1,2021-08-26,9,0,96.0,12:34:05,26-08-21
2,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-27,9,0,96.0,12:34:05,26-08-21
3,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-28,9,0,96.0,12:34:05,26-08-21
4,abudhabi,unhealthy for sensitive groups,uvi,2,2021-08-29,10,0,96.0,12:34:05,26-08-21
5,abudhabi,unhealthy for sensitive groups,uvi,3,2021-08-30,10,0,96.0,12:34:05,26-08-21
6,abudhabi,unhealthy for sensitive groups,o3,19,2021-08-24,37,2,96.0,12:34:05,26-08-21
7,abudhabi,unhealthy for sensitive groups,o3,20,2021-08-25,29,8,96.0,12:34:05,26-08-21
8,abudhabi,unhealthy for sensitive groups,o3,21,2021-08-26,36,16,96.0,12:34:05,26-08-21
9,abudhabi,unhealthy for sensitive groups,o3,30,2021-08-27,81,21,96.0,12:34:05,26-08-21
10,abudhabi,unhealthy for sensitive groups,o3,18,2021-08-28,67,8,96.0,12:34:05,26-08-21
11,abudhabi,unhealthy for sensitive groups,o3,22,2021-08-29,39,4,96.0,12:34:05,26-08-21
12,abudhabi,unhealthy for sensitive groups,o3,21,2021-08-30,37,5,96.0,12:34:05,26-08-21
13,abudhabi,unhealthy for sensitive groups,o3,29,2021-08-31,29,5,96.0,12:34:05,26-08-21
14,abudhabi,unhealthy for sensitive groups,pm10,273,2021-08-24,500,111,96.0,12:34:05,26-08-21
15,abudhabi,unhealthy for sensitive groups,pm10,182,2021-08-25,328,96,96.0,12:34:05,26-08-21
16,abudhabi,unhealthy for sensitive groups,pm10,105,2021-08-26,156,72,96.0,12:34:05,26-08-21
17,abudhabi,unhealthy for sensitive groups,pm10,98,2021-08-27,138,77,96.0,12:34:05,26-08-21
18,abudhabi,unhealthy for sensitive groups,pm10,95,2021-08-28,124,74,96.0,12:34:05,26-08-21
19,abudhabi,unhealthy for sensitive groups,pm10,267,2021-08-29,500,90,96.0,12:34:05,26-08-21
20,abudhabi,unhealthy for sensitive groups,pm10,164,2021-08-30,197,162,96.0,12:34:05,26-08-21
21,abudhabi,unhealthy for sensitive groups,pm25,173,2021-08-24,189,157,96.0,12:34:05,26-08-21
22,abudhabi,unhealthy for sensitive groups,pm25,161,2021-08-25,176,114,96.0,12:34:05,26-08-21
23,abudhabi,unhealthy for sensitive groups,pm25,149,2021-08-26,167,128,96.0,12:34:05,26-08-21
24,abudhabi,unhealthy for sensitive groups,pm25,167,2021-08-27,201,145,96.0,12:34:05,26-08-21
25,abudhabi,unhealthy for sensitive groups,pm25,140,2021-08-28,172,111,96.0,12:34:05,26-08-21
26,abudhabi,unhealthy for sensitive groups,pm25,169,2021-08-29,203,121,96.0,12:34:05,26-08-21
27,abudhabi,unhealthy for sensitive groups,pm25,201,2021-08-30,257,159,96.0,12:34:05,26-08-21
28,abudhabi,unhealthy for sensitive groups,pm25,179,2021-08-31,179,158,96.0,12:34:05,26-08-21
29,bangkok,unhealthy for sensitive groups,uvi,2,2021-08-24,11,0,64.0,12:34:05,26-08-21
30,bangkok,unhealthy for sensitive groups,uvi,2,2021-08-25,11,0,64.0,12:34:05,26-08-21
31,bangkok,unhealthy for sensitive groups,uvi,2,2021-08-26,8,0,64.0,12:34:05,26-08-21
32,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-27,8,0,64.0,12:34:05,26-08-21
33,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-28,7,0,64.0,12:34:05,26-08-21
34,bangkok,unhealthy for sensitive groups,uvi,1,2021-08-29,6,0,64.0,12:34:05,26-08-21
35,bangkok,unhealthy for sensitive groups,uvi,2,2021-08-30,6,0,64.0,12:34:05,26-08-21
36,bangkok,unhealthy for sensitive groups,o3,1,2021-08-24,13,1,64.0,12:34:05,26-08-21
37,bangkok,unhealthy for sensitive groups,o3,1,2021-08-25,2,1,64.0,12:34:05,26-08-21
38,bangkok,unhealthy for sensitive groups,o3,1,2021-08-26,2,1,64.0,12:34:05,26-08-21
39,bangkok,unhealthy for sensitive groups,o3,1,2021-08-27,1,1,64.0,12:34:05,26-08-21
40,bangkok,unhealthy for sensitive groups,o3,1,2021-08-28,2,1,64.0,12:34:05,26-08-21
41,bangkok,unhealthy for sensitive groups,o3,1,2021-08-29,12,1,64.0,12:34:05,26-08-21
42,bangkok,unhealthy for sensitive groups,o3,1,2021-08-30,1,1,64.0,12:34:05,26-08-21
43,bangkok,unhealthy for sensitive groups,o3,1,2021-08-31,1,1,64.0,12:34:05,26-08-21
44,bangkok,unhealthy for sensitive groups,pm10,21,2021-08-24,27,10,64.0,12:34:05,26-08-21
45,bangkok,unhealthy for sensitive groups,pm10,21,2021-08-25,22,18,64.0,12:34:05,26-08-21
46,bangkok,unhealthy for sensitive groups,pm10,21,2021-08-26,28,14,64.0,12:34:05,26-08-21
47,bangkok,unhealthy for sensitive groups,pm10,28,2021-08-27,44,19,64.0,12:34:05,26-08-21
48,bangkok,unhealthy for sensitive groups,pm10,29,2021-08-28,44,19,64.0,12:34:05,26-08-21
49,bangkok,unhealthy for sensitive groups,pm10,30,2021-08-29,44,19,64.0,12:34:05,26-08-21
50,bangkok,unhealthy for sensitive groups,pm10,32,2021-08-30,44,19,64.0,12:34:05,26-08-21
51,bangkok,unhealthy for sensitive groups,pm10,30,2021-08-31,46,19,64.0,12:34:05,26-08-21
52,bangkok,unhealthy for sensitive groups,pm10,27,2021-09-01,33,19,64.0,12:34:05,26-08-21
53,bangkok,unhealthy for sensitive groups,pm25,65,2021-08-24,85,40,64.0,12:34:05,26-08-21
54,bangkok,unhealthy for sensitive groups,pm25,70,2021-08-25,75,64,64.0,12:34:05,26-08-21
55,bangkok,unhealthy for sensitive groups,pm25,67,2021-08-26,87,45,64.0,12:34:05,26-08-21
56,bangkok,unhealthy for sensitive groups,pm25,78,2021-08-27,104,50,64.0,12:34:05,26-08-21
57,bangkok,unhealthy for sensitive groups,pm25,82,2021-08-28,104,68,64.0,12:34:05,26-08-21
58,bangkok,unhealthy for sensitive groups,pm25,83,2021-08-29,133,68,64.0,12:34:05,26-08-21
59,bangkok,unhealthy for sensitive groups,pm25,97,2021-08-30,133,57,64.0,12:34:05,26-08-21
60,bangkok,unhealthy for sensitive groups,pm25,89,2021-08-31,138,68,64.0,12:34:05,26-08-21
61,bangkok,unhealthy for sensitive groups,pm25,85,2021-09-01,101,68,64.0,12:34:05,26-08-21
62,beijing,good,uvi,0,2021-08-25,0,0,36.0,12:34:05,26-08-21
63,beijing,good,uvi,1,2021-08-26,6,0,36.0,12:34:05,26-08-21
64,beijing,good,uvi,1,2021-08-27,6,0,36.0,12:34:05,26-08-21
65,beijing,good,uvi,1,2021-08-28,4,0,36.0,12:34:05,26-08-21
66,beijing,good,uvi,1,2021-08-29,3,0,36.0,12:34:05,26-08-21
67,beijing,good,uvi,1,2021-08-30,3,0,36.0,12:34:05,26-08-21
68,beijing,good,o3,4,2021-08-24,31,1,36.0,12:34:05,26-08-21
69,beijing,good,o3,2,2021-08-25,22,1,36.0,12:34:05,26-08-21
70,beijing,good,o3,2,2021-08-26,35,1,36.0,12:34:05,26-08-21
71,beijing,good,o3,6,2021-08-27,32,1,36.0,12:34:05,26-08-21
72,beijing,good,o3,1,2021-08-28,5,1,36.0,12:34:05,26-08-21
73,beijing,good,o3,2,2021-08-29,43,1,36.0,12:34:05,26-08-21
74,beijing,good,o3,3,2021-08-30,28,1,36.0,12:34:05,26-08-21
75,beijing,good,o3,1,2021-08-31,3,1,36.0,12:34:05,26-08-21
76,beijing,good,pm10,135,2021-08-25,183,56,36.0,12:34:05,26-08-21
77,beijing,good,pm10,25,2021-08-26,46,19,36.0,12:34:05,26-08-21
78,beijing,good,pm10,56,2021-08-27,58,28,36.0,12:34:05,26-08-21
79,beijing,good,pm10,59,2021-08-28,72,58,36.0,12:34:05,26-08-21
80,beijing,good,pm10,76,2021-08-29,88,62,36.0,12:34:05,26-08-21
81,beijing,good,pm10,60,2021-08-30,65,58,36.0,12:34:05,26-08-21
82,beijing,good,pm10,65,2021-08-31,73,54,36.0,12:34:05,26-08-21
83,beijing,good,pm10,64,2021-09-01,72,51,36.0,12:34:05,26-08-21
84,beijing,good,pm25,159,2021-08-25,193,104,36.0,12:34:05,26-08-21
85,beijing,good,pm25,70,2021-08-26,89,68,36.0,12:34:05,26-08-21
86,beijing,good,pm25,140,2021-08-27,156,68,36.0,12:34:05,26-08-21
87,beijing,good,pm25,157,2021-08-28,159,138,36.0,12:34:05,26-08-21
88,beijing,good,pm25,166,2021-08-29,174,159,36.0,12:34:05,26-08-21
89,beijing,good,pm25,158,2021-08-30,159,141,36.0,12:34:05,26-08-21
90,beijing,good,pm25,161,2021-08-31,174,143,36.0,12:34:05,26-08-21
91,beijing,good,pm25,156,2021-09-01,164,138,36.0,12:34:05,26-08-21
92,chennai,unhealthy for sensitive groups,uvi,0,2021-08-25,0,0,66.0,12:34:05,26-08-21
93,chennai,unhealthy for sensitive groups,uvi,2,2021-08-26,10,0,66.0,12:34:05,26-08-21
94,chennai,unhealthy for sensitive groups,uvi,2,2021-08-27,9,0,66.0,12:34:05,26-08-21
95,chennai,unhealthy for sensitive groups,uvi,2,2021-08-28,8,0,66.0,12:34:05,26-08-21
96,chennai,unhealthy for sensitive groups,uvi,2,2021-08-29,9,0,66.0,12:34:05,26-08-21
97,chennai,unhealthy for sensitive groups,uvi,4,2021-08-30,9,0,66.0,12:34:05,26-08-21
98,chennai,unhealthy for sensitive groups,o3,14,2021-08-24,30,4,66.0,12:34:05,26-08-21
99,chennai,unhealthy for sensitive groups,o3,10,2021-08-25,21,3,66.0,12:34:05,26-08-21
100,chennai,unhealthy for sensitive groups,o3,8,2021-08-26,26,4,66.0,12:34:05,26-08-21
101,chennai,unhealthy for sensitive groups,o3,4,2021-08-27,7,1,66.0,12:34:05,26-08-21
102,chennai,unhealthy for sensitive groups,o3,3,2021-08-28,17,1,66.0,12:34:05,26-08-21
103,chennai,unhealthy for sensitive groups,o3,4,2021-08-29,14,1,66.0,12:34:05,26-08-21
104,chennai,unhealthy for sensitive groups,o3,3,2021-08-30,11,1,66.0,12:34:05,26-08-21
105,chennai,unhealthy for sensitive groups,o3,1,2021-08-31,1,1,66.0,12:34:05,26-08-21
106,chennai,unhealthy for sensitive groups,pm10,46,2021-08-24,46,46,66.0,12:34:05,26-08-21
107,chennai,unhealthy for sensitive groups,pm10,58,2021-08-25,73,46,66.0,12:34:05,26-08-21
108,chennai,unhealthy for sensitive groups,pm10,43,2021-08-26,46,28,66.0,12:34:05,26-08-21
109,chennai,unhealthy for sensitive groups,pm10,28,2021-08-27,46,22,66.0,12:34:05,26-08-21
110,chennai,unhealthy for sensitive groups,pm10,45,2021-08-28,46,28,66.0,12:34:05,26-08-21
111,chennai,unhealthy for sensitive groups,pm10,46,2021-08-29,46,43,66.0,12:34:05,26-08-21
112,chennai,unhealthy for sensitive groups,pm10,37,2021-08-30,46,28,66.0,12:34:05,26-08-21
113,chennai,unhealthy for sensitive groups,pm10,46,2021-08-31,46,46,66.0,12:34:05,26-08-21
114,chennai,unhealthy for sensitive groups,pm10,46,2021-09-01,46,46,66.0,12:34:05,26-08-21
115,chennai,unhealthy for sensitive groups,pm25,90,2021-08-24,90,90,66.0,12:34:05,26-08-21
116,chennai,unhealthy for sensitive groups,pm25,125,2021-08-25,163,88,66.0,12:34:05,26-08-21
117,chennai,unhealthy for sensitive groups,pm25,112,2021-08-26,138,88,66.0,12:34:05,26-08-21
118,chennai,unhealthy for sensitive groups,pm25,87,2021-08-27,89,68,66.0,12:34:05,26-08-21
119,chennai,unhealthy for sensitive groups,pm25,126,2021-08-28,138,89,66.0,12:34:05,26-08-21
120,chennai,unhealthy for sensitive groups,pm25,137,2021-08-29,138,89,66.0,12:34:05,26-08-21
121,chennai,unhealthy for sensitive groups,pm25,113,2021-08-30,138,88,66.0,12:34:05,26-08-21
122,chennai,unhealthy for sensitive groups,pm25,122,2021-08-31,138,89,66.0,12:34:05,26-08-21
123,chennai,unhealthy for sensitive groups,pm25,127,2021-09-01,138,89,66.0,12:34:05,26-08-21
124,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-24,7,0,71.0,12:34:05,26-08-21
125,kolkata,unhealthy for sensitive groups,uvi,1,2021-08-25,5,0,71.0,12:34:05,26-08-21
126,kolkata,unhealthy for sensitive groups,uvi,1,2021-08-26,3,0,71.0,12:34:05,26-08-21
127,kolkata,unhealthy for sensitive groups,uvi,1,2021-08-27,5,0,71.0,12:34:05,26-08-21
128,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-28,7,0,71.0,12:34:05,26-08-21
129,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-29,7,0,71.0,12:34:05,26-08-21
130,kolkata,unhealthy for sensitive groups,uvi,3,2021-08-30,5,0,71.0,12:34:05,26-08-21
131,kolkata,unhealthy for sensitive groups,o3,4,2021-08-24,13,1,71.0,12:34:05,26-08-21
132,kolkata,unhealthy for sensitive groups,o3,4,2021-08-25,9,1,71.0,12:34:05,26-08-21
133,kolkata,unhealthy for sensitive groups,o3,1,2021-08-26,5,1,71.0,12:34:05,26-08-21
134,kolkata,unhealthy for sensitive groups,o3,1,2021-08-27,6,1,71.0,12:34:05,26-08-21
135,kolkata,unhealthy for sensitive groups,o3,2,2021-08-28,6,1,71.0,12:34:05,26-08-21
136,kolkata,unhealthy for sensitive groups,o3,2,2021-08-29,11,1,71.0,12:34:05,26-08-21
137,kolkata,unhealthy for sensitive groups,o3,1,2021-08-30,3,1,71.0,12:34:05,26-08-21
138,kolkata,unhealthy for sensitive groups,o3,1,2021-08-31,1,1,71.0,12:34:05,26-08-21
139,kolkata,unhealthy for sensitive groups,pm10,61,2021-08-24,71,51,71.0,12:34:05,26-08-21
140,kolkata,unhealthy for sensitive groups,pm10,62,2021-08-25,71,46,71.0,12:34:05,26-08-21
141,kolkata,unhealthy for sensitive groups,pm10,63,2021-08-26,71,51,71.0,12:34:05,26-08-21
142,kolkata,unhealthy for sensitive groups,pm10,62,2021-08-27,86,34,71.0,12:34:05,26-08-21
143,kolkata,unhealthy for sensitive groups,pm10,46,2021-08-28,64,19,71.0,12:34:05,26-08-21
144,kolkata,unhealthy for sensitive groups,pm10,40,2021-08-29,61,19,71.0,12:34:05,26-08-21
145,kolkata,unhealthy for sensitive groups,pm10,42,2021-08-30,61,13,71.0,12:34:05,26-08-21
146,kolkata,unhealthy for sensitive groups,pm10,39,2021-08-31,61,10,71.0,12:34:05,26-08-21
147,kolkata,unhealthy for sensitive groups,pm10,43,2021-09-01,52,18,71.0,12:34:05,26-08-21
148,kolkata,unhealthy for sensitive groups,pm25,161,2021-08-24,172,138,71.0,12:34:05,26-08-21
149,kolkata,unhealthy for sensitive groups,pm25,161,2021-08-25,172,138,71.0,12:34:05,26-08-21
150,kolkata,unhealthy for sensitive groups,pm25,163,2021-08-26,172,138,71.0,12:34:05,26-08-21
151,kolkata,unhealthy for sensitive groups,pm25,153,2021-08-27,172,89,71.0,12:34:05,26-08-21
152,kolkata,unhealthy for sensitive groups,pm25,126,2021-08-28,163,68,71.0,12:34:05,26-08-21
153,kolkata,unhealthy for sensitive groups,pm25,113,2021-08-29,162,65,71.0,12:34:05,26-08-21
154,kolkata,unhealthy for sensitive groups,pm25,118,2021-08-30,162,52,71.0,12:34:05,26-08-21
155,kolkata,unhealthy for sensitive groups,pm25,116,2021-08-31,162,40,71.0,12:34:05,26-08-21
156,kolkata,unhealthy for sensitive groups,pm25,127,2021-09-01,152,63,71.0,12:34:05,26-08-21
157,london,good,uvi,1,2021-08-07,4,0,44.0,12:34:05,26-08-21
158,london,good,uvi,1,2021-08-08,3,0,44.0,12:34:05,26-08-21
159,london,good,uvi,1,2021-08-09,3,0,44.0,12:34:05,26-08-21
160,london,good,uvi,1,2021-08-10,4,0,44.0,12:34:05,26-08-21
161,london,good,uvi,1,2021-08-11,4,0,44.0,12:34:05,26-08-21
162,london,good,uvi,1,2021-08-12,4,0,44.0,12:34:05,26-08-21
163,london,good,uvi,1,2021-08-13,3,0,44.0,12:34:05,26-08-21
164,london,good,o3,27,2021-08-24,37,22,44.0,12:34:05,26-08-21
165,london,good,o3,20,2021-08-25,28,14,44.0,12:34:05,26-08-21
166,london,good,o3,21,2021-08-26,28,12,44.0,12:34:05,26-08-21
167,london,good,o3,22,2021-08-27,32,17,44.0,12:34:05,26-08-21
168,london,good,o3,22,2021-08-28,32,15,44.0,12:34:05,26-08-21
169,london,good,o3,16,2021-08-29,16,14,44.0,12:34:05,26-08-21
170,london,good,pm10,9,2021-08-24,13,6,44.0,12:34:05,26-08-21
171,london,good,pm10,9,2021-08-25,10,6,44.0,12:34:05,26-08-21
172,london,good,pm10,11,2021-08-26,12,9,44.0,12:34:05,26-08-21
173,london,good,pm10,13,2021-08-27,18,8,44.0,12:34:05,26-08-21
174,london,good,pm10,10,2021-08-28,13,5,44.0,12:34:05,26-08-21
175,london,good,pm10,11,2021-08-29,13,11,44.0,12:34:05,26-08-21
176,london,good,pm25,21,2021-08-24,27,12,44.0,12:34:05,26-08-21
177,london,good,pm25,24,2021-08-25,34,15,44.0,12:34:05,26-08-21
178,london,good,pm25,25,2021-08-26,37,15,44.0,12:34:05,26-08-21
179,london,good,pm25,23,2021-08-27,34,15,44.0,12:34:05,26-08-21
180,london,good,pm25,21,2021-08-28,25,12,44.0,12:34:05,26-08-21
181,london,good,pm25,28,2021-08-29,33,28,44.0,12:34:05,26-08-21
182,mumbai,unhealthy for sensitive groups,uvi,2,2021-08-24,8,0,126.0,12:34:05,26-08-21
183,mumbai,unhealthy for sensitive groups,uvi,2,2021-08-25,7,0,126.0,12:34:05,26-08-21
184,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-26,7,0,126.0,12:34:05,26-08-21
185,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-27,6,0,126.0,12:34:05,26-08-21
186,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-28,6,0,126.0,12:34:05,26-08-21
187,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-29,7,0,126.0,12:34:05,26-08-21
188,mumbai,unhealthy for sensitive groups,uvi,3,2021-08-30,9,0,126.0,12:34:05,26-08-21
189,mumbai,unhealthy for sensitive groups,o3,2,2021-08-24,10,1,126.0,12:34:05,26-08-21
190,mumbai,unhealthy for sensitive groups,o3,2,2021-08-25,6,1,126.0,12:34:05,26-08-21
191,mumbai,unhealthy for sensitive groups,o3,2,2021-08-26,4,1,126.0,12:34:05,26-08-21
192,mumbai,unhealthy for sensitive groups,o3,3,2021-08-27,6,1,126.0,12:34:05,26-08-21
193,mumbai,unhealthy for sensitive groups,o3,2,2021-08-28,6,1,126.0,12:34:05,26-08-21
194,mumbai,unhealthy for sensitive groups,o3,2,2021-08-29,7,1,126.0,12:34:05,26-08-21
195,mumbai,unhealthy for sensitive groups,o3,1,2021-08-30,4,1,126.0,12:34:05,26-08-21
196,mumbai,unhealthy for sensitive groups,o3,1,2021-08-31,4,1,126.0,12:34:05,26-08-21
197,mumbai,unhealthy for sensitive groups,pm10,56,2021-08-24,70,47,126.0,12:34:05,26-08-21
198,mumbai,unhealthy for sensitive groups,pm10,50,2021-08-25,58,46,126.0,12:34:05,26-08-21
199,mumbai,unhealthy for sensitive groups,pm10,49,2021-08-26,58,46,126.0,12:34:05,26-08-21
200,mumbai,unhealthy for sensitive groups,pm10,51,2021-08-27,62,46,126.0,12:34:05,26-08-21
201,mumbai,unhealthy for sensitive groups,pm10,78,2021-08-28,112,58,126.0,12:34:05,26-08-21
202,mumbai,unhealthy for sensitive groups,pm10,121,2021-08-29,123,94,126.0,12:34:05,26-08-21
203,mumbai,unhealthy for sensitive groups,pm10,106,2021-08-30,123,73,126.0,12:34:05,26-08-21
204,mumbai,unhealthy for sensitive groups,pm10,86,2021-08-31,110,58,126.0,12:34:05,26-08-21
205,mumbai,unhealthy for sensitive groups,pm10,72,2021-09-01,73,62,126.0,12:34:05,26-08-21
206,mumbai,unhealthy for sensitive groups,pm25,146,2021-08-24,163,118,126.0,12:34:05,26-08-21
207,mumbai,unhealthy for sensitive groups,pm25,123,2021-08-25,157,96,126.0,12:34:05,26-08-21
208,mumbai,unhealthy for sensitive groups,pm25,124,2021-08-26,138,89,126.0,12:34:05,26-08-21
209,mumbai,unhealthy for sensitive groups,pm25,127,2021-08-27,152,89,126.0,12:34:05,26-08-21
210,mumbai,unhealthy for sensitive groups,pm25,156,2021-08-28,171,138,126.0,12:34:05,26-08-21
211,mumbai,unhealthy for sensitive groups,pm25,170,2021-08-29,174,159,126.0,12:34:05,26-08-21
212,mumbai,unhealthy for sensitive groups,pm25,180,2021-08-30,211,155,126.0,12:34:05,26-08-21
213,mumbai,unhealthy for sensitive groups,pm25,162,2021-08-31,170,138,126.0,12:34:05,26-08-21
214,mumbai,unhealthy for sensitive groups,pm25,158,2021-09-01,159,155,126.0,12:34:05,26-08-21
215,new delhi,unhealthy for sensitive groups,uvi,0,2021-08-25,0,0,78.0,12:34:05,26-08-21
216,new delhi,unhealthy for sensitive groups,uvi,2,2021-08-26,9,0,78.0,12:34:05,26-08-21
217,new delhi,unhealthy for sensitive groups,uvi,2,2021-08-27,8,0,78.0,12:34:05,26-08-21
218,new delhi,unhealthy for sensitive groups,uvi,2,2021-08-28,7,0,78.0,12:34:05,26-08-21
219,new delhi,unhealthy for sensitive groups,uvi,2,2021-08-29,7,0,78.0,12:34:05,26-08-21
220,new delhi,unhealthy for sensitive groups,uvi,2,2021-08-30,6,0,78.0,12:34:05,26-08-21
221,new delhi,unhealthy for sensitive groups,o3,1,2021-08-24,4,1,78.0,12:34:05,26-08-21
222,new delhi,unhealthy for sensitive groups,o3,5,2021-08-25,25,1,78.0,12:34:05,26-08-21
223,new delhi,unhealthy for sensitive groups,o3,4,2021-08-26,30,1,78.0,12:34:05,26-08-21
224,new delhi,unhealthy for sensitive groups,o3,6,2021-08-27,30,1,78.0,12:34:05,26-08-21
225,new delhi,unhealthy for sensitive groups,o3,6,2021-08-28,35,1,78.0,12:34:05,26-08-21
226,new delhi,unhealthy for sensitive groups,o3,9,2021-08-29,55,1,78.0,12:34:05,26-08-21
227,new delhi,unhealthy for sensitive groups,o3,10,2021-08-30,45,1,78.0,12:34:05,26-08-21
228,new delhi,unhealthy for sensitive groups,o3,11,2021-08-31,11,2,78.0,12:34:05,26-08-21
229,new delhi,unhealthy for sensitive groups,pm10,62,2021-08-24,62,62,78.0,12:34:05,26-08-21
230,new delhi,unhealthy for sensitive groups,pm10,89,2021-08-25,123,62,78.0,12:34:05,26-08-21
231,new delhi,unhealthy for sensitive groups,pm10,94,2021-08-26,123,73,78.0,12:34:05,26-08-21
232,new delhi,unhealthy for sensitive groups,pm10,113,2021-08-27,123,63,78.0,12:34:05,26-08-21
233,new delhi,unhealthy for sensitive groups,pm10,119,2021-08-28,123,113,78.0,12:34:05,26-08-21
234,new delhi,unhealthy for sensitive groups,pm10,83,2021-08-29,123,58,78.0,12:34:05,26-08-21
235,new delhi,unhealthy for sensitive groups,pm10,47,2021-08-30,58,36,78.0,12:34:05,26-08-21
236,new delhi,unhealthy for sensitive groups,pm10,35,2021-08-31,43,28,78.0,12:34:05,26-08-21
237,new delhi,unhealthy for sensitive groups,pm10,40,2021-09-01,46,25,78.0,12:34:05,26-08-21
238,new delhi,unhealthy for sensitive groups,pm25,158,2021-08-24,160,157,78.0,12:34:05,26-08-21
239,new delhi,unhealthy for sensitive groups,pm25,155,2021-08-25,162,138,78.0,12:34:05,26-08-21
240,new delhi,unhealthy for sensitive groups,pm25,139,2021-08-26,153,138,78.0,12:34:05,26-08-21
241,new delhi,unhealthy for sensitive groups,pm25,149,2021-08-27,159,138,78.0,12:34:05,26-08-21
242,new delhi,unhealthy for sensitive groups,pm25,161,2021-08-28,171,150,78.0,12:34:05,26-08-21
243,new delhi,unhealthy for sensitive groups,pm25,155,2021-08-29,159,150,78.0,12:34:05,26-08-21
244,new delhi,unhealthy for sensitive groups,pm25,121,2021-08-30,138,89,78.0,12:34:05,26-08-21
245,new delhi,unhealthy for sensitive groups,pm25,103,2021-08-31,128,89,78.0,12:34:05,26-08-21
246,new delhi,unhealthy for sensitive groups,pm25,122,2021-09-01,138,68,78.0,12:34:05,26-08-21
247,newyork,unhealthy for sensitive groups,uvi,1,2021-08-25,7,0,114.0,12:34:05,26-08-21
248,newyork,unhealthy for sensitive groups,uvi,1,2021-08-26,6,0,114.0,12:34:05,26-08-21
249,newyork,unhealthy for sensitive groups,uvi,1,2021-08-27,6,0,114.0,12:34:05,26-08-21
250,newyork,unhealthy for sensitive groups,uvi,0,2021-08-28,2,0,114.0,12:34:05,26-08-21
251,newyork,unhealthy for sensitive groups,uvi,0,2021-08-29,2,0,114.0,12:34:05,26-08-21
252,newyork,unhealthy for sensitive groups,uvi,0,2021-08-30,0,0,114.0,12:34:05,26-08-21
253,newyork,unhealthy for sensitive groups,o3,6,2021-08-24,37,1,114.0,12:34:05,26-08-21
254,newyork,unhealthy for sensitive groups,o3,17,2021-08-25,86,1,114.0,12:34:05,26-08-21
255,newyork,unhealthy for sensitive groups,o3,12,2021-08-26,76,1,114.0,12:34:05,26-08-21
256,newyork,unhealthy for sensitive groups,o3,10,2021-08-27,80,1,114.0,12:34:05,26-08-21
257,newyork,unhealthy for sensitive groups,o3,11,2021-08-28,23,1,114.0,12:34:05,26-08-21
258,newyork,unhealthy for sensitive groups,o3,7,2021-08-29,14,4,114.0,12:34:05,26-08-21
259,newyork,unhealthy for sensitive groups,o3,4,2021-08-30,26,1,114.0,12:34:05,26-08-21
260,newyork,unhealthy for sensitive groups,pm10,19,2021-08-24,35,8,114.0,12:34:05,26-08-21
261,newyork,unhealthy for sensitive groups,pm10,39,2021-08-25,73,13,114.0,12:34:05,26-08-21
262,newyork,unhealthy for sensitive groups,pm10,41,2021-08-26,54,28,114.0,12:34:05,26-08-21
263,newyork,unhealthy for sensitive groups,pm10,53,2021-08-27,80,31,114.0,12:34:05,26-08-21
264,newyork,unhealthy for sensitive groups,pm10,17,2021-08-28,78,6,114.0,12:34:05,26-08-21
265,newyork,unhealthy for sensitive groups,pm10,9,2021-08-29,11,7,114.0,12:34:05,26-08-21
266,newyork,unhealthy for sensitive groups,pm25,53,2021-08-24,89,26,114.0,12:34:05,26-08-21
267,newyork,unhealthy for sensitive groups,pm25,106,2021-08-25,177,38,114.0,12:34:05,26-08-21
268,newyork,unhealthy for sensitive groups,pm25,107,2021-08-26,163,87,114.0,12:34:05,26-08-21
269,newyork,unhealthy for sensitive groups,pm25,131,2021-08-27,168,112,114.0,12:34:05,26-08-21
270,newyork,unhealthy for sensitive groups,pm25,80,2021-08-28,156,30,114.0,12:34:05,26-08-21
271,newyork,unhealthy for sensitive groups,pm25,31,2021-08-29,56,17,114.0,12:34:05,26-08-21
272,newyork,unhealthy for sensitive groups,pm25,77,2021-08-30,111,53,114.0,12:34:05,26-08-21
273,singapore,unhealthy for sensitive groups,uvi,0,2021-08-25,0,0,54.0,12:34:05,26-08-21
274,singapore,unhealthy for sensitive groups,uvi,1,2021-08-26,6,0,54.0,12:34:05,26-08-21
275,singapore,unhealthy for sensitive groups,uvi,1,2021-08-27,12,0,54.0,12:34:05,26-08-21
276,singapore,unhealthy for sensitive groups,uvi,1,2021-08-28,10,0,54.0,12:34:05,26-08-21
277,singapore,unhealthy for sensitive groups,uvi,1,2021-08-29,11,0,54.0,12:34:05,26-08-21
